Length,Height,Whole weight,Shell weight,Age,Sex_F,Sex_I,Sex_M
0.43,0.115,0.406,0.135,2,0,0,1
0.59,0.16,1.1005,0.295,2,1,0,0
0.55,0.175,0.869,0.32,2,0,0,1
0.585,0.16,0.955,0.27,2,0,0,1
0.58,0.16,0.9215,0.3,3,1,0,0
0.62,0.15,1.456,0.32,2,1,0,0
0.59,0.16,0.893,0.345,2,0,1,0
0.72,0.215,2.226,0.62,2,1,0,0
0.635,0.175,1.2125,0.36,2,1,0,0
0.61,0.175,1.0675,0.42,2,1,0,0
0.545,0.175,0.8525,0.295,2,1,0,0
0.57,0.16,0.8615,0.255,2,0,0,1
0.6,0.18,1.162,0.32,3,1,0,0
0.52,0.17,0.8705,0.25,2,1,0,0
0.635,0.21,1.598,0.58,2,0,0,1
0.67,0.15,1.406,0.37,2,1,0,0
0.695,0.2,2.033,0.685,2,0,0,1
0.655,0.185,1.259,0.445,3,0,0,1
0.62,0.23,1.0935,0.355,2,1,0,0
0.6,0.18,1.1805,0.425,3,1,0,0
0.51,0.13,0.7175,0.17,2,0,0,1
0.525,0.135,0.7575,0.195,2,0,0,1
0.44,0.13,0.487,0.155,2,0,0,1
0.485,0.14,0.5705,0.185,2,0,1,0
0.495,0.13,0.6905,0.175,2,1,0,0
0.435,0.12,0.4475,0.125,1,0,1,0
0.405,0.105,0.347,0.1,2,0,1,0
0.42,0.1,0.352,0.1,2,0,1,0
0.5,0.15,0.7145,0.195,2,1,0,0
0.385,0.105,0.3315,0.1,1,1,0,0
0.33,0.09,0.18,0.06,1,0,1,0
0.58,0.155,0.974,0.285,2,1,0,0
0.325,0.1,0.185,0.065,1,0,1,0
0.475,0.12,0.563,0.185,2,0,0,1
0.38,0.09,0.3215,0.095,2,1,0,0
0.34,0.09,0.179,0.055,1,0,1,0
0.525,0.12,0.702,0.22,2,0,0,1
0.52,0.145,0.8045,0.285,2,1,0,0
0.535,0.135,0.8075,0.25,2,1,0,0
0.475,0.12,0.578,0.17,2,0,0,1
0.415,0.1,0.385,0.125,1,0,1,0
0.495,0.125,0.585,0.165,2,0,1,0
0.48,0.13,0.6375,0.21,2,1,0,0
0.52,0.15,0.813,0.23,2,1,0,0
0.46,0.13,0.5735,0.195,2,0,0,1
0.58,0.12,0.94,0.265,2,1,0,0
0.59,0.135,1.008,0.285,2,0,0,1
0.55,0.135,0.775,0.26,3,1,0,0
0.65,0.165,1.1445,0.365,2,1,0,0
0.465,0.135,0.6,0.23,3,1,0,0
0.455,0.13,0.515,0.175,2,0,0,1
0.47,0.13,0.5795,0.195,2,0,0,1
0.435,0.11,0.384,0.125,2,1,0,0
0.35,0.11,0.2965,0.085,1,0,0,1
0.315,0.07,0.137,0.04,2,0,1,0
0.595,0.145,0.991,0.34,3,0,0,1
0.58,0.135,0.925,0.275,2,1,0,0
0.575,0.15,0.805,0.27,3,0,0,1
0.535,0.155,0.8915,0.25,2,0,0,1
0.515,0.14,0.769,0.29,2,0,0,1
0.505,0.135,0.6185,0.2,2,1,0,0
0.505,0.145,0.6515,0.205,2,1,0,0
0.4,0.1,0.2875,0.095,2,0,1,0
0.49,0.135,0.5545,0.215,2,0,0,1
0.53,0.135,0.7365,0.22,2,0,0,1
0.395,0.105,0.306,0.095,2,0,1,0
0.665,0.19,1.496,0.475,3,1,0,0
0.415,0.105,0.3605,0.1,2,1,0,0
0.43,0.115,0.3045,0.12,2,0,0,1
0.475,0.135,0.592,0.2,2,0,0,1
0.525,0.145,0.7995,0.24,2,1,0,0
0.48,0.145,0.5825,0.255,2,0,1,0
0.42,0.115,0.3435,0.115,2,0,1,0
0.59,0.155,0.906,0.335,2,0,0,1
0.515,0.135,0.6295,0.215,2,1,0,0
0.695,0.22,1.5515,0.445,2,0,0,1
0.8,0.195,2.526,0.62,3,1,0,0
0.61,0.15,1.103,0.36,3,0,0,1
0.565,0.175,0.957,0.275,3,1,0,0
0.56,0.165,0.86,0.245,2,0,0,1
0.655,0.195,1.62,0.485,3,0,0,1
0.64,0.2,1.407,0.455,3,0,0,1
0.59,0.17,0.9,0.25,2,1,0,0
0.31,0.09,0.1455,0.045,1,0,1,0
0.255,0.07,0.075,0.025,1,0,1,0
0.17,0.055,0.0235,0.008,1,0,1,0
0.67,0.17,1.247,0.4,3,0,0,1
0.71,0.195,1.7265,0.565,3,1,0,0
0.56,0.125,0.8025,0.263,2,1,0,0
0.505,0.13,0.764,0.2175,2,0,0,1
0.525,0.165,0.8645,0.2515,3,0,0,1
0.45,0.105,0.4715,0.149,2,1,0,0
0.515,0.17,0.631,0.216,2,1,0,0
0.59,0.16,0.9455,0.27,3,0,0,1
0.7,0.19,1.3185,0.42,3,0,0,1
0.72,0.175,1.7265,0.525,3,1,0,0
0.635,0.15,1.081,0.31,2,0,0,1
0.555,0.135,0.9025,0.28,2,0,0,1
0.575,0.15,1.1415,0.4,2,0,0,1
0.585,0.125,1.027,0.25,3,0,0,1
0.61,0.21,1.3445,0.515,3,1,0,0
0.645,0.2,1.449,0.505,2,1,0,0
0.545,0.175,0.7745,0.265,2,1,0,0
0.55,0.155,0.7895,0.25,2,0,0,1
0.66,0.205,1.3665,0.41,3,1,0,0
0.57,0.195,1.0295,0.305,3,0,0,1
0.6,0.2,1.031,0.29,2,1,0,0
0.63,0.165,1.065,0.315,2,1,0,0
0.695,0.23,1.885,0.5,3,0,0,1
0.65,0.16,1.2425,0.48,2,0,0,1
0.72,0.225,1.969,0.66,3,1,0,0
0.56,0.17,0.9445,0.3,2,0,1,0
0.42,0.115,0.354,0.105,2,0,1,0
0.18,0.05,0.023,0.01,1,0,0,1
0.405,0.11,0.3575,0.11,2,1,0,0
0.5,0.15,0.5965,0.185,2,1,0,0
0.435,0.11,0.383,0.135,2,0,1,0
0.34,0.09,0.2065,0.07,2,0,0,1
0.43,0.11,0.382,0.109,2,1,0,0
0.535,0.155,0.6315,0.1815,2,0,1,0
0.415,0.115,0.3285,0.106,2,0,1,0
0.36,0.09,0.2165,0.0735,2,1,0,0
0.175,0.04,0.0305,0.01,1,0,0,1
0.155,0.025,0.024,0.0075,1,0,0,1
0.525,0.15,0.7365,0.215,2,0,1,0
0.525,0.135,0.6005,0.21,3,1,0,0
0.44,0.105,0.4285,0.132,2,1,0,0
0.45,0.115,0.496,0.14,2,1,0,0
0.485,0.14,0.6195,0.177,2,1,0,0
0.47,0.135,0.567,0.1525,2,0,1,0
0.515,0.14,0.6505,0.2215,2,0,1,0
0.42,0.125,0.4495,0.144,2,0,0,1
0.455,0.125,0.4485,0.1335,3,1,0,0
0.37,0.09,0.241,0.069,2,0,0,1
0.33,0.09,0.197,0.0605,2,0,0,1
0.3,0.09,0.1425,0.043,1,0,1,0
0.625,0.16,1.2395,0.38,2,0,1,0
0.61,0.17,1.0385,0.32,2,0,1,0
0.625,0.155,0.972,0.35,2,0,1,0
0.635,0.19,1.3315,0.435,3,0,1,0
0.5,0.155,0.762,0.19,2,0,1,0
0.53,0.17,0.775,0.235,3,1,0,0
0.445,0.1,0.437,0.17,2,0,1,0
0.585,0.155,0.6985,0.195,2,1,0,0
0.44,0.165,0.435,0.14,3,0,1,0
0.29,0.08,0.1295,0.045,2,0,0,1
0.555,0.17,0.8435,0.3,2,0,1,0
0.655,0.145,1.25,0.315,2,0,1,0
0.58,0.185,1.017,0.32,2,1,0,0
0.625,0.175,1.411,0.395,2,0,1,0
0.62,0.17,1.208,0.33,2,0,1,0
0.64,0.15,1.0705,0.36,2,1,0,0
0.505,0.115,0.5895,0.167,2,1,0,0
0.5,0.12,0.537,0.1785,2,0,1,0
0.31,0.095,0.15,0.048,1,0,0,1
0.505,0.145,0.651,0.17,2,1,0,0
0.42,0.11,0.28,0.0955,2,0,1,0
0.4,0.105,0.287,0.113,2,0,0,1
0.425,0.125,0.3525,0.13,3,0,0,1
0.31,0.06,0.12,0.04,2,0,0,1
0.465,0.13,0.494,0.155,3,1,0,0
0.465,0.12,0.4765,0.16,2,1,0,0
0.35,0.085,0.2145,0.06,2,0,0,1
0.52,0.16,0.595,0.26,2,0,1,0
0.475,0.13,0.4805,0.1475,2,1,0,0
0.41,0.11,0.321,0.095,2,1,0,0
0.26,0.065,0.096,0.03,1,0,0,1
0.575,0.17,0.9315,0.26,2,0,1,0
0.565,0.155,0.782,0.285,2,0,1,0
0.26,0.075,0.0945,0.03,1,0,0,1
0.53,0.125,0.6695,0.18,2,1,0,0
0.34,0.095,0.213,0.07,2,0,0,1
0.52,0.14,0.525,0.185,2,0,1,0
0.635,0.18,1.312,0.485,3,1,0,0
0.61,0.165,1.087,0.38,2,1,0,0
0.66,0.18,1.523,0.555,3,1,0,0
0.635,0.18,1.319,0.49,3,0,1,0
0.465,0.135,0.579,0.22,2,1,0,0
0.515,0.16,0.8175,0.3,3,0,0,1
0.335,0.095,0.17,0.055,2,0,1,0
0.515,0.17,0.796,0.28,3,1,0,0
0.345,0.1,0.197,0.06,2,1,0,0
0.465,0.125,0.5255,0.145,2,0,0,1
0.54,0.17,0.879,0.255,2,0,0,1
0.475,0.125,0.4625,0.145,2,0,0,1
0.445,0.14,0.4565,0.14,2,1,0,0
0.5,0.14,0.528,0.14,2,0,0,1
0.5,0.135,0.5835,0.18,2,0,0,1
0.55,0.17,0.884,0.28,2,1,0,0
0.275,0.08,0.096,0.03,1,0,1,0
0.35,0.09,0.1855,0.06,1,1,0,0
0.37,0.105,0.27,0.0835,2,1,0,0
0.42,0.125,0.463,0.145,2,1,0,0
0.35,0.09,0.198,0.06,2,0,0,1
0.395,0.105,0.282,0.096,2,0,0,1
0.325,0.08,0.0995,0.032,2,0,1,0
0.275,0.065,0.092,0.027,1,0,1,0
0.235,0.065,0.0625,0.022,1,0,1,0
0.25,0.06,0.073,0.0225,1,0,1,0
0.25,0.065,0.071,0.0225,1,0,1,0
0.2,0.05,0.036,0.011,1,0,1,0
0.585,0.17,1.099,0.358,3,1,0,0
0.445,0.14,0.5905,0.19,2,0,0,1
0.5,0.13,0.768,0.27,2,1,0,0
0.44,0.08,0.413,0.13,2,0,0,1
0.515,0.14,0.8505,0.315,3,0,0,1
0.52,0.14,0.6915,0.215,2,1,0,0
0.5,0.13,0.709,0.18,2,0,0,1
0.425,0.12,0.3755,0.105,2,0,0,1
0.51,0.14,0.8185,0.235,3,0,0,1
0.37,0.08,0.227,0.07,2,1,0,0
0.54,0.13,0.8245,0.24,2,0,0,1
0.615,0.17,1.1825,0.24,2,0,0,1
0.565,0.175,1.122,0.375,3,0,0,1
0.645,0.175,1.6115,0.385,2,0,0,1
0.615,0.175,1.2985,0.32,2,1,0,0
0.605,0.145,1.3,0.31,2,0,0,1
0.59,0.165,1.161,0.28,2,1,0,0
0.645,0.155,1.489,0.38,3,0,0,1
0.57,0.155,1.008,0.34,2,0,0,1
0.47,0.18,0.441,0.135,2,1,0,0
0.5,0.155,0.742,0.2115,2,1,0,0
0.52,0.145,0.7,0.24,2,1,0,0
0.39,0.095,0.271,0.08,2,0,0,1
0.52,0.165,0.8565,0.21,2,0,0,1
0.54,0.175,0.8975,0.275,2,1,0,0
0.46,0.135,0.6105,0.235,2,0,0,1
0.355,0.09,0.1925,0.065,2,0,1,0
0.49,0.145,0.6635,0.2515,2,1,0,0
0.63,0.185,1.235,0.3065,2,1,0,0
0.5,0.145,0.7615,0.204,2,0,0,1
0.49,0.135,0.592,0.1835,2,0,0,1
0.44,0.115,0.39,0.113,1,0,0,1
0.515,0.165,0.7565,0.3205,2,1,0,0
0.475,0.145,0.57,0.187,2,1,0,0
0.42,0.1,0.2865,0.085,2,0,1,0
0.4,0.13,0.2935,0.105,2,0,0,1
0.45,0.16,0.567,0.225,2,0,0,1
0.52,0.13,0.6245,0.17,2,1,0,0
0.505,0.155,0.8415,0.285,2,0,0,1
0.495,0.14,0.7775,0.25,2,0,0,1
0.54,0.145,0.989,0.355,3,0,0,1
0.48,0.125,0.6905,0.2,2,1,0,0
0.33,0.08,0.2,0.07,2,1,0,0
0.285,0.07,0.109,0.033,1,0,1,0
0.3,0.075,0.127,0.0345,1,0,1,0
0.31,0.105,0.2885,0.083,1,0,1,0
0.34,0.075,0.18,0.0525,1,0,1,0
0.375,0.075,0.144,0.044,1,0,1,0
0.415,0.1,0.4665,0.114,1,0,1,0
0.415,0.105,0.33,0.095,1,0,1,0
0.415,0.09,0.3625,0.093,1,0,1,0
0.42,0.1,0.34,0.0945,2,0,1,0
0.425,0.105,0.365,0.105,1,0,1,0
0.465,0.11,0.5,0.1505,2,0,0,1
0.465,0.135,0.6265,0.175,2,1,0,0
0.47,0.11,0.5555,0.163,2,0,1,0
0.47,0.12,0.6015,0.135,2,1,0,0
0.475,0.12,0.53,0.1625,2,0,1,0
0.48,0.135,0.6315,0.161,1,0,0,1
0.5,0.13,0.7715,0.211,2,0,0,1
0.505,0.185,0.6125,0.172,1,0,1,0
0.525,0.19,0.872,0.199,2,0,0,1
0.54,0.12,0.8115,0.2235,2,0,0,1
0.545,0.15,0.8795,0.2625,2,0,0,1
0.565,0.15,0.983,0.2485,2,1,0,0
0.58,0.18,1.145,0.325,2,0,0,1
0.59,0.16,1.09,0.292,2,0,0,1
0.59,0.16,1.262,0.335,2,0,0,1
0.595,0.185,1.185,0.361,2,0,0,1
0.6,0.135,1.4405,0.3175,2,1,0,0
0.6,0.155,1.332,0.35,2,1,0,0
0.6,0.165,1.1405,0.288,2,1,0,0
0.605,0.175,1.201,0.309,2,0,0,1
0.625,0.155,1.33,0.33,2,1,0,0
0.63,0.185,1.362,0.384,2,0,0,1
0.64,0.195,1.647,0.471,2,0,0,1
0.64,0.18,1.4995,0.431,2,1,0,0
0.655,0.165,1.6225,0.513,2,1,0,0
0.66,0.215,1.786,0.4065,2,0,1,0
0.66,0.2,1.791,0.54,2,0,0,1
0.675,0.205,1.925,0.4535,2,1,0,0
0.675,0.175,1.689,0.474,2,1,0,0
0.69,0.18,1.659,0.4395,2,1,0,0
0.695,0.2,2.0475,0.6095,2,1,0,0
0.7,0.19,1.6015,0.43,2,1,0,0
0.73,0.165,2.0165,0.435,2,1,0,0
0.205,0.065,0.04,0.013,1,0,1,0
0.225,0.07,0.0565,0.016,1,0,1,0
0.23,0.05,0.064,0.02,1,0,1,0
0.275,0.07,0.0875,0.0255,1,0,1,0
0.28,0.055,0.106,0.031,1,0,1,0
0.28,0.08,0.1315,0.03,1,0,1,0
0.295,0.07,0.126,0.035,1,0,1,0
0.31,0.075,0.155,0.0365,1,0,1,0
0.315,0.07,0.149,0.047,1,0,1,0
0.34,0.07,0.185,0.07,1,0,1,0
0.37,0.08,0.2545,0.07,1,0,1,0
0.38,0.085,0.237,0.07,1,0,1,0
0.39,0.1,0.279,0.08,1,0,1,0
0.405,0.065,0.3205,0.088,1,0,1,0
0.415,0.1,0.3335,0.095,1,0,1,0
0.44,0.11,0.3885,0.111,1,0,1,0
0.44,0.115,0.545,0.1305,1,0,1,0
0.44,0.1,0.4165,0.11,1,0,1,0
0.44,0.12,0.495,0.125,1,0,1,0
0.45,0.125,0.4775,0.118,1,0,1,0
0.45,0.12,0.468,0.1325,2,0,1,0
0.455,0.12,0.4555,0.1375,1,1,0,0
0.46,0.115,0.46,0.1165,1,1,0,0
0.46,0.12,0.4155,0.107,1,0,1,0
0.46,0.115,0.4215,0.111,1,0,1,0
0.465,0.11,0.474,0.12,1,0,1,0
0.465,0.105,0.486,0.1225,2,0,0,1
0.475,0.11,0.5735,0.136,1,0,1,0
0.475,0.105,0.468,0.12,2,0,1,0
0.48,0.1,0.5135,0.135,2,0,0,1
0.5,0.145,0.6215,0.1485,1,0,0,1
0.5,0.11,0.494,0.1325,1,0,1,0
0.505,0.12,0.6005,0.185,1,0,1,0
0.515,0.12,0.646,0.172,2,0,0,1
0.525,0.135,0.7945,0.202,1,0,0,1
0.525,0.125,0.812,0.195,2,0,0,1
0.53,0.17,0.828,0.1505,1,1,0,0
0.53,0.14,0.681,0.1835,1,0,0,1
0.53,0.15,0.889,0.215,2,1,0,0
0.54,0.14,0.7345,0.213,2,0,0,1
0.55,0.125,0.964,0.215,2,1,0,0
0.555,0.14,0.963,0.24,1,1,0,0
0.57,0.15,0.995,0.2505,2,1,0,0
0.57,0.14,0.8585,0.2295,2,1,0,0
0.575,0.155,0.948,0.259,1,0,0,1
0.58,0.145,0.888,0.2425,2,1,0,0
0.585,0.16,0.9045,0.2335,2,1,0,0
0.59,0.14,1.046,0.263,1,0,0,1
0.595,0.155,1.1775,0.31,2,1,0,0
0.595,0.15,1.0765,0.287,2,1,0,0
0.595,0.15,1.0255,0.289,2,1,0,0
0.6,0.145,0.9325,0.248,2,1,0,0
0.6,0.15,1.235,0.29,2,1,0,0
0.6,0.15,1.247,0.29,2,0,0,1
0.61,0.15,1.1495,0.264,2,0,0,1
0.615,0.16,1.1575,0.315,2,1,0,0
0.615,0.165,1.327,0.355,2,1,0,0
0.615,0.155,1.2,0.292,2,0,0,1
0.62,0.175,1.2705,0.3225,2,1,0,0
0.62,0.175,1.2155,0.345,2,1,0,0
0.62,0.16,1.3245,0.3275,2,1,0,0
0.625,0.17,1.3555,0.3385,2,0,0,1
0.625,0.165,1.127,0.3185,2,1,0,0
0.625,0.175,1.1075,0.3595,2,1,0,0
0.63,0.2,1.4255,0.38,2,1,0,0
0.63,0.145,1.147,0.2885,2,1,0,0
0.63,0.165,1.286,0.35,2,0,0,1
0.635,0.18,1.596,0.37,2,1,0,0
0.635,0.195,1.297,0.37,2,1,0,0
0.645,0.16,1.251,0.3165,2,0,0,1
0.645,0.175,1.5105,0.3775,2,0,0,1
0.65,0.185,1.4415,0.341,2,1,0,0
0.67,0.19,1.6385,0.391,2,0,0,1
0.69,0.205,1.933,0.498,2,1,0,0
0.69,0.185,1.71,0.4325,2,0,0,1
0.695,0.155,1.8495,0.4175,2,1,0,0
0.695,0.175,1.742,0.505,2,0,0,1
0.7,0.205,1.7975,0.5165,2,1,0,0
0.705,0.205,2.381,0.624,2,1,0,0
0.765,0.18,2.398,0.5335,2,0,0,1
0.77,0.215,2.1945,0.584,2,0,0,1
0.22,0.05,0.049,0.015,1,0,1,0
0.275,0.07,0.1055,0.0315,1,0,1,0
0.29,0.06,0.1045,0.035,1,0,1,0
0.33,0.075,0.163,0.048,1,0,1,0
0.355,0.095,0.2275,0.0715,1,0,1,0
0.375,0.1,0.219,0.075,1,0,1,0
0.415,0.1,0.3645,0.095,2,0,1,0
0.425,0.115,0.3265,0.103,1,0,1,0
0.425,0.1,0.3515,0.094,1,0,1,0
0.43,0.1,0.3465,0.09,1,0,1,0
0.44,0.1,0.407,0.103,1,0,1,0
0.44,0.115,0.4215,0.113,1,0,1,0
0.46,0.11,0.3755,0.125,1,0,1,0
0.46,0.12,0.5335,0.1345,1,0,1,0
0.465,0.105,0.442,0.1185,1,0,1,0
0.475,0.1,0.1315,0.123,1,0,1,0
0.475,0.115,0.5205,0.1455,1,0,1,0
0.485,0.13,0.5535,0.157,2,0,1,0
0.49,0.125,0.5445,0.13,2,0,1,0
0.49,0.11,0.554,0.15,2,0,0,1
0.495,0.12,0.512,0.136,1,0,1,0
0.5,0.125,0.583,0.1605,2,0,1,0
0.5,0.12,0.5765,0.145,2,0,0,1
0.505,0.135,0.723,0.178,1,0,0,1
0.51,0.155,0.5395,0.167,2,0,1,0
0.51,0.15,0.625,0.1725,2,0,1,0
0.515,0.125,0.5925,0.168,2,0,1,0
0.52,0.135,0.633,0.175,2,0,1,0
0.545,0.14,0.832,0.201,2,1,0,0
0.545,0.145,0.778,0.205,1,0,0,1
0.545,0.12,0.7865,0.17,1,0,0,1
0.545,0.14,0.778,0.18,2,1,0,0
0.55,0.13,0.636,0.1755,2,0,1,0
0.55,0.135,0.8435,0.185,2,1,0,0
0.555,0.13,0.648,0.2105,2,0,1,0
0.565,0.13,0.784,0.213,2,0,0,1
0.57,0.18,0.908,0.255,2,1,0,0
0.57,0.135,1.02,0.25,2,0,0,1
0.57,0.16,0.811,0.2285,2,1,0,0
0.575,0.15,0.897,0.248,2,1,0,0
0.58,0.13,0.852,0.225,2,0,0,1
0.585,0.15,0.938,0.225,1,1,0,0
0.585,0.14,0.6955,0.2245,2,1,0,0
0.59,0.15,0.861,0.249,2,0,0,1
0.59,0.14,1.004,0.26,2,0,0,1
0.59,0.16,1.0115,0.2565,2,1,0,0
0.595,0.15,1.1005,0.265,2,1,0,0
0.595,0.165,1.108,0.3345,2,0,0,1
0.595,0.14,0.852,0.227,2,0,0,1
0.6,0.21,1.9875,0.491,2,0,0,1
0.605,0.15,1.079,0.293,2,1,0,0
0.615,0.17,1.055,0.2345,2,1,0,0
0.615,0.15,1.198,0.2505,1,0,0,1
0.615,0.155,1.084,0.246,2,1,0,0
0.615,0.175,1.103,0.2725,2,0,0,1
0.62,0.155,1.1,0.31,2,0,0,1
0.62,0.15,1.1015,0.305,2,0,0,1
0.625,0.185,1.3835,0.345,2,0,0,1
0.625,0.155,1.115,0.3095,2,1,0,0
0.625,0.145,1.085,0.327,2,0,0,1
0.63,0.15,1.3165,0.37,2,0,0,1
0.63,0.175,1.3415,0.375,2,0,0,1
0.63,0.15,1.027,0.176,2,0,0,1
0.645,0.16,1.1845,0.335,2,0,0,1
0.645,0.15,1.192,0.285,2,0,0,1
0.645,0.18,1.285,0.317,2,1,0,0
0.65,0.125,1.1805,0.3275,2,0,0,1
0.65,0.175,1.2655,0.336,2,0,0,1
0.65,0.175,1.2895,0.344,2,1,0,0
0.65,0.155,1.407,0.335,2,0,0,1
0.65,0.155,1.122,0.3055,2,1,0,0
0.66,0.165,1.4465,0.3755,2,0,0,1
0.665,0.165,1.349,0.36,2,1,0,0
0.67,0.2,1.269,0.351,2,0,0,1
0.67,0.18,1.68,0.3935,2,0,0,1
0.675,0.19,1.551,0.412,2,1,0,0
0.68,0.165,1.4775,0.406,2,0,0,1
0.68,0.18,1.529,0.4025,2,0,0,1
0.7,0.175,1.7585,0.47,2,0,0,1
0.7,0.2,1.523,0.4405,2,0,0,1
0.725,0.19,1.7315,0.405,2,1,0,0
0.725,0.2,1.51,0.5085,2,0,0,1
0.735,0.175,1.88,0.488,2,0,0,1
0.74,0.22,2.012,0.471,2,1,0,0
0.75,0.215,2.201,0.5285,2,0,0,1
0.19,0.03,0.0315,0.0105,1,0,1,0
0.21,0.045,0.04,0.0105,1,0,1,0
0.25,0.06,0.0635,0.02,1,0,1,0
0.29,0.065,0.0985,0.031,1,0,1,0
0.335,0.08,0.167,0.0575,1,0,1,0
0.34,0.085,0.2015,0.053,1,0,1,0
0.345,0.095,0.183,0.06,1,0,1,0
0.355,0.08,0.187,0.058,1,0,1,0
0.36,0.08,0.1795,0.06,1,0,1,0
0.37,0.09,0.2065,0.058,1,0,1,0
0.375,0.14,0.3,0.0825,2,0,1,0
0.375,0.095,0.2295,0.066,1,0,1,0
0.385,0.125,0.343,0.081,1,0,1,0
0.385,0.085,0.244,0.068,2,0,1,0
0.395,0.1,0.3075,0.09,2,0,1,0
0.4,0.1,0.3415,0.0865,1,0,1,0
0.405,0.1,0.271,0.091,1,0,1,0
0.405,0.11,0.91,0.0995,2,0,1,0
0.405,0.1,0.268,0.085,1,0,1,0
0.405,0.09,0.2885,0.0765,1,0,1,0
0.41,0.1,0.3,0.1,2,0,1,0
0.41,0.11,0.326,0.101,2,0,1,0
0.415,0.1,0.358,0.105,1,0,1,0
0.42,0.115,0.314,0.1,2,0,1,0
0.42,0.11,0.4025,0.1015,2,0,1,0
0.43,0.11,0.3645,0.105,1,0,1,0
0.445,0.11,0.4235,0.14,2,0,1,0
0.45,0.115,0.4305,0.1155,2,0,0,1
0.45,0.095,0.3505,0.1185,1,0,1,0
0.455,0.115,0.486,0.1315,2,0,1,0
0.46,0.1,0.471,0.123,2,0,1,0
0.46,0.105,0.415,0.11,2,0,1,0
0.475,0.115,0.5195,0.1325,1,0,1,0
0.48,0.12,0.5895,0.172,2,0,0,1
0.485,0.125,0.5215,0.16,2,0,1,0
0.485,0.14,0.4475,0.2305,2,0,1,0
0.49,0.125,0.5585,0.1615,2,0,1,0
0.505,0.125,0.596,0.21,2,0,1,0
0.505,0.135,0.5385,0.165,2,0,1,0
0.51,0.145,0.7665,0.1805,2,0,1,0
0.515,0.135,0.516,0.162,2,1,0,0
0.515,0.14,0.7355,0.2,1,0,0,1
0.515,0.11,0.531,0.1615,2,0,1,0
0.525,0.13,0.607,0.195,2,0,1,0
0.525,0.15,0.7055,0.199,2,1,0,0
0.525,0.13,0.6445,0.2,2,0,1,0
0.525,0.12,0.6315,0.19,2,0,1,0
0.535,0.155,0.7845,0.245,2,0,0,1
0.545,0.15,0.9475,0.275,2,1,0,0
0.55,0.145,0.712,0.225,2,0,1,0
0.55,0.145,0.89,0.236,2,0,1,0
0.55,0.155,0.912,0.205,2,0,1,0
0.55,0.135,0.656,0.203,2,0,1,0
0.55,0.15,0.936,0.2435,2,0,1,0
0.555,0.145,0.6975,0.24,2,0,1,0
0.555,0.175,1.1465,0.2785,2,1,0,0
0.56,0.14,0.825,0.245,2,0,1,0
0.56,0.135,0.72,0.251,2,0,1,0
0.565,0.15,0.8215,0.29,2,0,1,0
0.57,0.155,1.017,0.265,2,1,0,0
0.575,0.155,0.8975,0.23,2,1,0,0
0.58,0.175,1.2255,0.3265,2,0,0,1
0.58,0.145,0.9865,0.25,2,1,0,0
0.58,0.15,0.844,0.2705,2,1,0,0
0.585,0.145,0.8465,0.295,2,0,1,0
0.585,0.165,0.885,0.274,2,0,0,1
0.585,0.145,0.6735,0.22,2,0,1,0
0.585,0.13,0.8755,0.225,2,1,0,0
0.59,0.145,0.9235,0.254,2,0,0,1
0.59,0.14,0.977,0.275,2,0,0,1
0.595,0.14,1.0305,0.278,2,0,0,1
0.6,0.09,1.05,0.28,2,0,0,1
0.6,0.185,1.1145,0.367,2,0,0,1
0.6,0.145,0.877,0.24,2,0,0,1
0.6,0.185,1.285,0.315,2,0,0,1
0.61,0.185,1.3065,0.29,2,0,0,1
0.61,0.13,0.8725,0.272,2,1,0,0
0.615,0.15,1.0265,0.2745,2,1,0,0
0.62,0.14,1.1605,0.307,2,1,0,0
0.62,0.165,1.0125,0.324,2,1,0,0
0.625,0.14,1.096,0.295,2,0,0,1
0.625,0.165,1.205,0.3465,2,0,0,1
0.63,0.175,1.221,0.34,2,0,0,1
0.63,0.155,1.0005,0.265,2,1,0,0
0.63,0.15,1.1355,0.3115,2,0,0,1
0.63,0.195,1.3135,0.465,2,0,0,1
0.64,0.155,1.1955,0.346,2,0,0,1
0.64,0.15,1.098,0.3175,2,0,0,1
0.64,0.17,1.139,0.285,2,0,0,1
0.64,0.17,1.2265,0.2875,2,1,0,0
0.64,0.08,1.042,0.175,2,0,0,1
0.65,0.155,1.368,0.365,2,0,0,1
0.65,0.175,1.446,0.45,2,0,0,1
0.66,0.19,1.4045,0.3745,2,1,0,0
0.66,0.2,1.463,0.422,2,1,0,0
0.675,0.17,1.711,0.475,2,1,0,0
0.7,0.205,1.74,0.4865,2,0,0,1
0.705,0.205,1.757,0.461,2,1,0,0
0.71,0.2,1.601,0.45,2,0,0,1
0.72,0.205,2.165,0.404,2,0,0,1
0.725,0.19,2.3305,0.52,2,0,0,1
0.24,0.05,0.0545,0.0155,1,0,1,0
0.255,0.055,0.0725,0.021,1,0,1,0
0.275,0.055,0.0925,0.026,1,0,1,0
0.32,0.09,0.183,0.042,1,0,1,0
0.325,0.075,0.1525,0.043,1,0,1,0
0.33,0.075,0.187,0.0425,1,0,1,0
0.36,0.09,0.232,0.056,2,0,1,0
0.375,0.095,0.196,0.0585,1,0,1,0
0.375,0.09,0.2545,0.0675,1,0,1,0
0.39,0.09,0.2625,0.077,1,0,1,0
0.45,0.105,0.362,0.1095,1,0,1,0
